City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,date
21,Luderitz,-26.6481,15.1594,61.05,90,0,8.1,NA,1670540006
22,Manta,-0.95,-80.7333,80.38,65,0,16.11,EC,1670539807
23,Khatanga,71.9667,102.5,-13.65,95,100,2.57,RU,1670540006
24,Bredasdorp,-34.5322,20.0403,67.62,90,78,6.8,ZA,1670540007
25,Vaini,-21.2,-175.2,84.36,79,40,12.66,TO,1670540007
26,Garowe,8.4054,48.4845,69.26,82,42,8.28,SO,1670540008
27,Puerto Ayora,-0.7393,-90.3518,82.36,85,39,5.01,EC,1670539773
28,Omsukchan,62.5333,155.8,-13.34,94,100,3.22,RU,1670540008
29,Clyde River,70.4692,-68.5914,14.23,73,100,16.11,CA,1670540009
30,Port Elizabeth,-33.918,25.5701,71.89,99,100,17.27,ZA,1670540009
31,Bengkulu,-3.8004,102.2655,74.16,90,100,4.74,ID,1670540010
32,Hobart,-42.8794,147.3294,56.26,75,91,6.58,AU,1670540010
33,Arman,59.7,150.1667,-5.84,92,100,8.23,RU,1670540011
34,Kaitangata,-46.2817,169.8464,65.39,63,100,2.44,NZ,1670540011
35,Upington,-28.4478,21.2561,84.58,28,43,10.36,ZA,1670540012
36,Jamestown,42.097,-79.2353,39.02,62,100,3.44,US,1670540012
37,Kunri,25.1785,69.5691,63.54,35,0,2.55,PK,1670540012
38,Bambous Virieux,-20.3428,57.7575,77.25,78,75,10.36,MU,1670540013
39,Zhigansk,66.7697,123.3711,-19.03,98,100,2.86,RU,1670540013
40,Avarua,-21.2078,-159.775,82.45,83,20,6.91,CK,1670540001
41,Atar,20.5169,-13.0499,77.56,41,77,3.27,MR,1670540014
42,Clarence Town,-32.5833,151.7833,67.6,51,92,5.88,AU,1670540014
43,Bayan,46.0833,127.4,2.88,97,75,3.69,CN,1670540014
44,Sirok,47.9333,20.2,35.78,95,100,1.72,HU,1670540014
45,Kupang,-10.1667,123.5833,79.38,89,20,3.44,ID,1670540015
46,Yumen,40.2833,97.2,15.62,78,87,3.33,CN,1670540015
47,Vostok,46.4856,135.8833,-1.95,98,85,5.21,RU,1670540016
48,Muros,42.7762,-9.0603,55.09,95,96,6.42,ES,1670540016
49,Hermanus,-34.4187,19.2345,71.8,84,46,7.58,ZA,1670540016
50,Yellowknife,62.456,-114.3525,-7.08,77,100,14.97,CA,1670540017
51,Tiksi,71.6872,128.8694,-11.79,100,100,2.73,RU,1670540017
52,Klaksvik,62.2266,-6.589,38.32,86,100,38.25,FO,1670540018
53,Misratah,32.3754,15.0925,65.16,68,8,8.79,LY,1670540018
54,Talnakh,69.4865,88.3972,-10.59,97,93,1.74,RU,1670540018
55,Yulara,-25.2406,130.9889,88.52,13,28,18.32,AU,1670540019
56,Arraial Do Cabo,-22.9661,-42.0278,73.36,88,40,5.75,BR,1670540019
57,San Fernando,15.0286,120.6898,82.13,86,100,3.58,PH,1670540019
58,Upernavik,72.7868,-56.1549,31.75,78,100,17.11,GL,1670540020
59,Mar Del Plata,-38.0023,-57.5575,78.82,27,0,10.36,AR,1670540020
60,Korla,41.7597,86.1469,25.25,51,89,5.3,CN,1670540020
61,Victoria,22.2855,114.1577,65.25,79,0,1.99,HK,1670539936
62,Smithers,54.7804,-127.1743,35.92,64,75,12.66,CA,1670540021
63,Codrington,-38.2667,141.9667,55.8,60,100,7.07,AU,1670540021
64,Mahebourg,-20.4081,57.7,77.29,78,75,10.36,MU,1670540021
65,George,-33.963,22.4617,65.75,100,75,4.61,ZA,1670540022
66,Cockburn Town,21.4612,-71.1419,78.21,65,17,19.17,TC,1670539977
67,Bluff,-46.6,168.3333,63.81,80,100,2.3,NZ,1670540022
68,Deputatskiy,69.3,139.9,-32.55,95,57,3.36,RU,1670540023
69,New Norfolk,-42.7826,147.0587,55.9,56,86,3.0,AU,1670540023
70,Kapaa,22.0752,-159.319,78.1,74,96,8.99,US,1670540023
71,Lebu,-37.6167,-73.65,61.66,92,97,8.25,CL,1670540024
72,Kruisfontein,-34.0033,24.7314,69.62,92,62,6.64,ZA,1670540024
73,Ayan,56.45,138.1667,-3.14,68,34,12.59,RU,1670540024
74,Tuktoyaktuk,69.4541,-133.0374,-25.6,75,20,5.75,CA,1670540025
75,Kodiak,57.79,-152.4072,28.9,63,2,15.46,US,1670540025
76,Coihaique,-45.5752,-72.0662,52.41,82,75,5.75,CL,1670540025
77,Mogadishu,2.0371,45.3438,80.15,77,100,11.74,SO,1670540026
78,North Branch,45.5113,-92.9802,28.51,84,8,4.81,US,1670540026
79,Santa Vitoria Do Palmar,-33.5189,-53.3681,72.48,77,0,6.93,BR,1670539849
80,Hilo,19.7297,-155.09,79.25,82,20,13.8,US,1670539823
81,Ixtapa,20.7,-105.2,80.22,79,26,5.01,MX,1670540027
82,Chuy,-33.6971,-53.4616,71.87,79,0,6.96,UY,1670540027
83,Lavrentiya,65.5833,-171.0,8.17,84,82,6.67,RU,1670540027
84,Turbat,26.0023,63.044,68.94,32,0,11.92,PK,1670540028
85,Cansancao,-10.6672,-39.4992,78.04,57,70,6.64,BR,1670540028
86,Constitucion,-35.3333,-72.4167,65.82,85,23,9.82,CL,1670540028
87,Vao,-22.6667,167.4833,78.21,80,0,8.03,NC,1670540029
88,Norman Wells,65.282,-126.8329,-21.96,76,100,0.0,CA,1670540029
89,Saint George,37.1041,-113.5841,52.43,58,0,4.0,US,1670540026
90,Ambilobe,-13.2,49.05,73.87,87,7,1.77,MG,1670540030
91,Narsaq,60.9167,-46.05,20.25,75,100,6.73,GL,1670540030
92,Abu Zabad,12.35,29.25,66.85,34,25,11.39,SD,1670540031
93,Cape Town,-33.9258,18.4232,76.37,61,0,6.91,ZA,1670539937
94,Sola,-13.8833,167.55,81.93,74,100,9.53,VU,1670540031
95,Morshansk,53.4435,41.8107,21.74,94,100,11.63,RU,1670540032
96,Albany,42.6001,-73.9662,41.65,73,82,3.0,US,1670539744
97,Penha,-26.7694,-48.6458,76.87,78,20,8.05,BR,1670540032
98,Husavik,66.0449,-17.3389,29.79,85,100,21.12,IS,1670540033
99,Bubaque,11.2833,-15.8333,81.16,71,0,13.09,GW,1670540033
100,Fortuna,40.5982,-124.1573,46.98,95,100,6.91,US,1670540034
101,Bhabua,25.05,83.6167,52.93,46,61,2.98,IN,1670539939
102,Grants,35.1473,-107.8514,46.63,19,0,4.61,US,1670539776
103,Nikolskoye,59.7035,30.7861,30.09,91,99,9.91,RU,1670540035
104,Nhulunbuy,-12.2333,136.7667,86.61,66,100,4.61,AU,1670540035
105,Kiunga,-6.1219,141.2906,77.63,85,98,1.41,PG,1670540036
106,Yantal,56.8471,105.2542,8.02,92,100,11.81,RU,1670540036
107,Port Alfred,-33.5906,26.891,73.18,96,100,3.0,ZA,1670540036
108,Potiskum,11.7091,11.0694,66.07,23,3,9.75,NG,1670540037
109,Santa Cruz De La Palma,28.6835,-17.7642,69.94,68,75,3.44,ES,1670540037
110,Nome,64.5011,-165.4064,15.87,79,100,0.0,US,1670539798
111,Beaupre,47.0443,-70.8953,32.9,64,6,5.75,CA,1670540038
112,Leningradskiy,69.3833,178.4167,-17.97,91,19,4.45,RU,1670540038
113,Moose Factory,51.2585,-80.6094,5.0,78,100,8.05,CA,1670540039
114,Jardim,-21.4803,-56.1381,86.41,54,76,8.19,BR,1670540039
115,Santa Maria,-29.6842,-53.8069,85.3,42,20,3.44,BR,1670539911
116,Qaanaaq,77.484,-69.3632,18.73,76,100,14.12,GL,1670540040
117,Kargasok,59.0556,80.8572,6.75,93,100,14.14,RU,1670540040
118,Sept-Iles,50.2001,-66.3821,34.32,86,75,10.36,CA,1670540040
119,Grindavik,63.8424,-22.4338,30.67,64,40,28.77,IS,1670540041
120,Dikson,73.5069,80.5464,-0.38,96,98,16.55,RU,1670540041
121,Ivanino,51.6434,35.5769,26.13,96,100,5.17,RU,1670540041
122,Ilo,-17.6394,-71.3375,67.44,84,100,4.27,PE,1670540042
123,Faanui,-16.4833,-151.75,80.83,72,79,12.41,PF,1670540042
124,Kaliua,-5.0606,31.7936,64.22,83,47,3.62,TZ,1670540042
125,Gizo,-8.103,156.8419,83.5,72,100,4.14,SB,1670540043
126,Bukama,-9.2,25.85,67.69,98,100,3.24,CD,1670540043
127,Faya,18.3851,42.4509,53.71,72,1,2.21,SA,1670540044
128,Saint-Louis,16.3333,-15.0,82.04,34,0,12.1,SN,1670539878
129,Talcahuano,-36.7167,-73.1167,62.28,100,100,6.91,CL,1670540044
130,Grand Gaube,-20.0064,57.6608,77.4,77,18,1.99,MU,1670540045
131,Carnarvon,-24.8667,113.6333,68.86,66,73,15.55,AU,1670540046
132,Thompson,55.7435,-97.8558,-18.24,76,20,0.0,CA,1670540046
133,Makakilo City,21.3469,-158.0858,80.44,62,40,11.5,US,1670540047
134,Laguna,38.421,-121.4238,56.05,70,100,4.0,US,1670540047
135,Haines Junction,60.7522,-137.5108,19.35,68,100,8.05,CA,1670540048
136,Nemuro,43.3236,145.575,29.37,53,13,12.33,JP,1670540048
137,Karratha,-20.7377,116.8463,79.79,43,0,14.18,AU,1670540049
138,Jalu,29.0331,21.5482,60.93,54,0,7.05,LY,1670540049
139,Saint-Philippe,-21.3585,55.7679,74.79,87,26,12.97,RE,1670540050
140,Tasiilaq,65.6145,-37.6368,11.5,60,43,5.21,GL,1670540050
141,Kolda,12.8833,-14.95,77.31,88,0,0.0,SN,1670540050
142,Terney,45.0503,136.6092,16.59,76,31,5.59,RU,1670540051
143,Innisfail,-17.5333,146.0333,83.61,51,8,1.43,AU,1670540051
144,Panjab,34.388,67.0233,21.15,98,100,2.35,AF,1670540052
145,Kaunas,54.9,23.9,32.18,86,100,9.22,LT,1670540052
146,Havelock,34.8791,-76.9013,59.0,83,40,11.5,US,1670540053
147,College,64.8569,-147.8028,17.58,87,100,6.91,US,1670540053
148,San Ramon,37.7799,-121.978,56.55,65,20,10.36,US,1670539876
149,Alto Araguaia,-17.3147,-53.2153,79.75,56,100,0.29,BR,1670540054
150,Hami,42.8,93.45,21.97,52,12,8.05,CN,1670540054
151,Puruandiro,20.0833,-101.5,73.27,17,0,4.47,MX,1670540055
152,Airai,-8.9266,125.4092,64.45,72,86,2.33,TL,1670540055
153,Cayenne,4.9333,-52.3333,77.04,94,0,0.0,GF,1670539861
154,Tura,25.5198,90.2201,59.0,82,71,3.09,IN,1670540056
155,Bulungu,-4.55,18.6,66.38,98,95,2.75,CD,1670540056
156,Gannan,47.9147,123.5031,3.47,86,99,5.84,CN,1670540056
157,Cidreira,-30.1811,-50.2056,72.34,85,0,10.83,BR,1670540057
158,Daru,-9.0763,143.2092,83.12,75,100,4.05,PG,1670540057
159,Susangerd,31.5608,48.1831,59.67,50,0,9.19,IR,1670540058
160,Salinopolis,-0.6136,-47.3561,78.89,82,94,9.69,BR,1670540058
161,Satka,55.0425,59.04,0.57,95,56,3.87,RU,1670540059
162,Dawson Creek,55.7666,-120.2362,31.64,64,0,14.97,CA,1670539990
163,Ancud,-41.8697,-73.8203,56.84,95,98,14.29,CL,1670540059
164,Gladstone,-23.85,151.25,84.78,65,41,5.75,AU,1670540059
165,Gemena,3.25,19.7667,69.39,96,100,2.06,CD,1670540060
166,Provideniya,64.3833,-173.3,15.91,79,0,4.47,RU,1670540060
167,Bosaso,11.2842,49.1816,73.58,79,99,2.48,SO,1670540061
168,Vila Velha,-20.3297,-40.2925,76.95,87,75,6.91,BR,1670540062
169,Sakakah,29.9697,40.2064,56.77,68,13,7.7,SA,1670540063
170,Bethel,41.3712,-73.414,47.48,63,0,5.75,US,1670539898
171,Waddan,29.1614,16.139,65.46,23,0,7.02,LY,1670540064
172,Hithadhoo,-0.6,73.0833,82.33,76,100,18.12,MV,1670540065
173,San Miguelito,9.0333,-79.5,85.44,65,20,9.22,PA,1670540065
174,Muroto,33.2833,134.15,55.65,61,2,6.53,JP,1670540065
175,Itarema,-2.9248,-39.9167,79.34,78,77,15.59,BR,1670540066
176,Westlock,54.1502,-113.8688,15.12,93,57,6.11,CA,1670540066
177,Severo-Kurilsk,50.6789,156.125,24.31,62,74,11.77,RU,1670540038
178,Texarkana,33.4251,-94.0477,67.84,94,100,3.44,US,1670540067
179,Kavieng,-2.5744,150.7967,82.22,77,100,6.58,PG,1670540068
180,Kahului,20.8947,-156.47,79.84,78,90,18.99,US,1670540068
181,Coahuayana,18.7333,-103.6833,82.78,72,80,5.14,MX,1670540068
182,Los Llanos De Aridane,28.6585,-17.9182,65.95,89,75,4.0,ES,1670540035
183,Tambopata,-12.7333,-69.1833,89.49,55,20,3.44,PE,1670540069
184,Yeppoon,-23.1333,150.7333,82.18,64,18,4.47,AU,1670540069
185,Elesbao Veloso,-6.2019,-42.1403,84.2,37,80,3.36,BR,1670540069
186,Iqaluit,63.7506,-68.5145,4.73,72,75,9.22,CA,1670540070
187,Atambua,-9.1061,124.8925,77.02,74,94,3.4,ID,1670540070
188,Touros,-5.1989,-35.4608,78.85,80,98,13.15,BR,1670540071
189,Kismayo,-0.3582,42.5454,78.91,79,58,6.98,SO,1670540071
190,Bilibino,68.0546,166.4372,-18.58,93,36,5.95,RU,1670540071
191,Jodhpur,26.2867,73.03,62.22,28,0,5.95,IN,1670540072
192,Otane,-39.8833,176.6333,64.0,97,100,9.73,NZ,1670540072
193,Kannur,11.8675,75.3576,75.33,61,100,3.31,IN,1670540072
194,Mount Gambier,-37.8333,140.7667,57.04,52,99,6.49,AU,1670540073
195,Runcorn,53.3417,-2.7312,34.52,86,40,5.75,GB,1670540073
196,Tilichiki,60.4667,166.1,16.41,84,100,6.58,RU,1670540073
197,Anadyr,64.75,177.4833,7.3,77,75,6.71,RU,1670540074
198,Broken Hill,-31.95,141.4333,63.3,33,98,11.59,AU,1670540074
199,Henties Bay,-22.116,14.2845,58.57,91,0,4.74,NA,1670540074
200,Teahupoo,-17.8333,-149.2667,80.56,80,88,11.32,PF,1670540075
201,Naze,28.3667,129.4833,67.12,69,99,15.55,JP,1670540075
202,Burnie,-41.0667,145.9167,58.95,47,3,3.76,AU,1670540076
203,Santa Lucia,27.9117,-15.5407,61.92,83,40,3.44,ES,1670540076
204,Vanimo,-2.6741,141.3028,80.51,83,99,2.84,PG,1670540076
205,Grootfontein,-19.5667,18.1167,72.97,38,69,8.05,NA,1670540077
206,Ulverstone,-41.15,146.1667,59.22,50,3,4.94,AU,1670540077
207,Durango,24.8333,-104.8333,73.45,21,0,6.53,MX,1670539816
208,Bonfim,3.0833,-59.95,80.74,70,91,4.9,BR,1670539875
209,Takoradi,4.8845,-1.7554,79.5,83,33,8.14,GH,1670540078
210,Kutum,14.2,24.6667,57.45,21,26,6.33,SD,1670540078
211,Sibolga,1.7427,98.7792,74.82,91,100,3.02,ID,1670540078
212,Bose,45.4612,8.0137,40.21,81,85,1.77,IT,1670540079
213,Tautira,-17.7333,-149.15,79.05,79,72,10.56,PF,1670540079
214,Guarapari,-20.6667,-40.4975,74.89,93,26,4.61,BR,1670540079
215,Dunedin,-45.8742,170.5036,65.8,71,100,1.99,NZ,1670540080
216,Xam Nua,20.4197,104.0439,59.29,94,100,1.39,LA,1670540080
217,Winnemucca,40.973,-117.7357,42.85,52,0,0.0,US,1670540081
218,Shahrud,36.4182,54.9763,33.89,76,58,5.66,IR,1670540081
219,Plouzane,48.3833,-4.6167,37.72,80,0,4.61,FR,1670540081
220,Okato,-39.2,173.8833,60.91,100,100,17.67,NZ,1670540082
221,Lagoa,39.05,-27.9833,58.93,73,76,18.37,PT,1670540082
222,Beringovskiy,63.05,179.3167,10.44,97,79,4.41,RU,1670540082
223,Zhangye,38.9342,100.4517,21.33,69,45,2.62,CN,1670540083
224,Lompoc,34.6391,-120.4579,60.01,75,0,6.91,US,1670540083
225,Qui Nhon,13.7667,109.2333,76.06,83,96,15.64,VN,1670540084
226,La Rioja,42.25,-2.5,40.78,100,100,4.25,ES,1670540084
227,Selikhino,50.3672,137.4996,5.41,95,100,8.39,RU,1670540084
228,Binghamton,42.0987,-75.918,41.94,81,100,6.91,US,1670540085
229,Quatre Cocos,-20.2078,57.7625,77.11,79,63,15.97,MU,1670540085
230,Bahia Honda,22.9036,-83.1592,75.69,69,3,12.17,CU,1670540086
231,Esperance,-33.8667,121.9,65.57,80,0,9.01,AU,1670540086
232,Praia,14.9215,-23.5087,75.74,78,20,17.27,CV,1670540018
233,Solenzo,12.1833,-4.0833,77.95,20,0,7.09,BF,1670540087
234,Torquay,50.4638,-3.5143,38.71,86,39,10.0,GB,1670540087
235,Te Anau,-45.4167,167.7167,54.97,96,100,1.48,NZ,1670540087
236,Kuusamo,65.9667,29.1833,23.04,86,40,6.91,FI,1670540088
237,Ayacucho,-13.1583,-74.2239,65.7,46,100,5.84,PE,1670540088
238,Lasa,46.6166,10.7002,31.03,86,74,1.95,IT,1670540089
239,Prince Rupert,54.3161,-130.3201,39.29,67,40,16.11,CA,1670539812
240,Hashtgerd,35.9642,50.6858,33.64,71,47,0.67,IR,1670540089
241,Izamal,20.9333,-89.0167,79.05,67,56,8.66,MX,1670540090
242,San Marco In Lamis,41.7131,15.6399,43.72,75,44,7.58,IT,1670539992
243,Antofagasta,-23.65,-70.4,67.28,79,86,3.74,CL,1670540091
244,East London,-33.0153,27.9116,74.16,94,99,20.98,ZA,1670540091
245,Torbay,47.6666,-52.7314,39.76,97,100,14.97,CA,1670540091
246,Abha,18.2164,42.5053,53.42,82,0,4.61,SA,1670540092
247,Winslow,35.0242,-110.6974,48.38,40,0,0.0,US,1670540092
248,Lakshettipet,18.8667,79.2167,58.55,42,99,3.91,IN,1670540093
249,Puerto Escondido,15.85,-97.0667,81.59,64,0,5.14,MX,1670540093
250,Lorengau,-2.0226,147.2712,81.37,81,100,7.96,PG,1670540093
251,Longyearbyen,78.2186,15.6401,21.04,79,75,8.05,SJ,1670540094
252,Hirara,24.8,125.2833,71.46,100,75,24.16,JP,1670540094
253,Chernyshevskiy,63.0128,112.4714,-35.77,100,35,0.96,RU,1670540095
254,Kysyl-Syr,63.8986,122.7617,-22.32,97,100,5.77,RU,1670540095
